Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25889,03 December 2018,Abhishek,Gujarat,Surat,119,-43,7,Clothing,Kurti,Credit Card
B-25602,01 April 2018,Vrinda,Maharashtra,Pune,119,-5,8,Clothing,Saree,Credit Card
B-25871,21 November 2018,Gunjal,Gujarat,Surat,118,25,4,Clothing,Hankerchief,Credit Card
B-25616,15 April 2018,Kanak,Goa,Goa,116,-56,5,Clothing,Stole,Credit Card
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,111,11,9,Clothing,Hankerchief,Credit Card
B-25880,24 November 2018,Apoorv,Rajasthan,Udaipur,108,37,2,Clothing,Stole,Credit Card
B-25757,21 August 2018,Vishakha,Madhya Pradesh,Indore,106,15,7,Clothing,Hankerchief,Credit Card
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,106,12,3,Clothing,Trousers,Credit Card
B-25883,27 November 2018,Saptadeep,Gujarat,Surat,105,-26,8,Clothing,Leggings,Credit Card
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,103,46,2,Clothing,Saree,Credit Card
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,102,13,2,Clothing,Stole,Credit Card
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,98,12,2,Clothing,Hankerchief,Credit Card
B-25852,07 November 2018,Soumyabrata,Andhra Pradesh,Hyderabad,97,17,2,Clothing,Stole,Credit Card
B-26092,27 March 2018,Ramesh,Gujarat,Ahmedabad,97,14,2,Clothing,T-shirt,Credit Card
B-25689,14 June 2018,Bhaggyasree,Maharashtra,Mumbai,97,17,2,Clothing,Stole,Credit Card
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,96,22,5,Clothing,Stole,Credit Card
B-25885,28 November 2018,Shatayu,Madhya Pradesh,Indore,94,27,2,Clothing,Shirt,Credit Card
B-26011,12 February 2018,Bharat,Gujarat,Ahmedabad,93,44,2,Clothing,Stole,Credit Card
B-25754,18 August 2018,Akshay,Bihar,Patna,93,-65,4,Clothing,Stole,Credit Card
B-26030,21 February 2018,Sarita,Maharashtra,Pune,92,5,6,Clothing,Hankerchief,Credit Card
B-25797,30 September 2018,Sauptik,Madhya Pradesh,Indore,89,-4,5,Clothing,Saree,Credit Card
B-25854,08 November 2018,Shubham,Maharashtra,Pune,88,16,4,Clothing,Stole,Credit Card
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,87,36,5,Clothing,Stole,Credit Card
B-25865,15 November 2018,Arun,Madhya Pradesh,Indore,85,-1,3,Clothing,Saree,Credit Card
B-25878,24 November 2018,Mrinal,Maharashtra,Mumbai,84,41,3,Clothing,T-shirt,Credit Card
B-25989,01 February 2018,Anjali,Delhi,Delhi,44,14,3,Clothing,Hankerchief,Credit Card
B-25745,09 August 2018,Kartik,Gujarat,Ahmedabad,44,-8,3,Clothing,Stole,Credit Card
B-25786,19 September 2018,Madan Mohan,Uttar Pradesh,Mathura,44,-34,3,Clothing,Stole,Credit Card
B-25667,23 May 2018,Anjali,Haryana,Chandigarh,41,6,5,Clothing,Skirt,Credit Card
B-25793,24 September 2018,Siddharth,Madhya Pradesh,Indore,40,-33,5,Clothing,Hankerchief,Credit Card
B-25761,25 August 2018,Madhav,Uttar Pradesh,Mathura,40,0,3,Clothing,Saree,Credit Card
B-26097,28 March 2018,Vini,Karnataka,Bangalore,39,-18,2,Clothing,Leggings,Credit Card
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,38,-13,3,Clothing,Stole,Credit Card
B-25755,19 August 2018,Shourya,Kerala,Thiruvananthapuram,37,-53,3,Clothing,Saree,Credit Card
B-25815,10 October 2018,Harsh,Nagaland,Kohima,35,14,2,Clothing,Stole,Credit Card
B-25654,10 May 2018,Sabah,Maharashtra,Mumbai,34,12,3,Clothing,Hankerchief,Credit Card
B-26093,27 March 2018,Sarita,Maharashtra,Pune,33,-1,1,Clothing,Saree,Credit Card
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,31,-2,2,Clothing,Saree,Credit Card
B-26026,19 February 2018,Kanak,Goa,Goa,25,2,3,Clothing,Kurti,Credit Card
B-25793,24 September 2018,Siddharth,Madhya Pradesh,Indore,24,-1,4,Clothing,Skirt,Credit Card
B-25725,20 July 2018,Anisha,Nagaland,Kohima,23,-5,7,Clothing,Hankerchief,Credit Card
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,22,-8,4,Clothing,Hankerchief,Credit Card
B-25841,01 November 2018,Ashvini,Maharashtra,Mumbai,22,11,2,Clothing,Skirt,Credit Card
B-26071,19 March 2018,Subhashree,Jammu and Kashmir,Kashmir,21,4,3,Clothing,Hankerchief,Credit Card
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,19,-15,3,Clothing,Hankerchief,Credit Card
B-26097,28 March 2018,Vini,Karnataka,Bangalore,19,8,2,Clothing,Hankerchief,Credit Card
B-25888,02 December 2018,Rohan,Punjab,Amritsar,18,2,3,Clothing,Hankerchief,Credit Card
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,17,1,2,Clothing,Skirt,Credit Card
B-25909,13 December 2018,Sujay,Maharashtra,Pune,12,2,2,Clothing,Skirt,Credit Card
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,9,-6,2,Clothing,Skirt,Credit Card
B-25601,01 April 2018,Bharat,Gujarat,Ahmedabad,8,-2,3,Clothing,Hankerchief,Credit Card
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,7,-1,2,Clothing,Hankerchief,Credit Card
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,4,-3,1,Clothing,Skirt,Credit Card
B-25681,04 June 2018,Bhawna,Madhya Pradesh,Indore,44,-3,1,Clothing,Saree,Debit Card
B-25955,16 January 2018,Shiva,Maharashtra,Pune,39,2,2,Clothing,Saree,Debit Card
B-25757,21 August 2018,Vishakha,Madhya Pradesh,Indore,17,-13,4,Clothing,Skirt,Debit Card
B-25757,21 August 2018,Vishakha,Madhya Pradesh,Indore,46,14,5,Clothing,Skirt,Debit Card
B-25967,21 January 2018,Sudevi,Uttar Pradesh,Prayagraj,17,2,2,Clothing,Skirt,Debit Card
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,36,7,3,Clothing,Leggings,Debit Card
B-25696,21 June 2018,Noopur,Karnataka,Bangalore,44,99,3,Clothing,Kurti,Debit Card
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,44,-26,3,Clothing,Hankerchief,Debit Card
B-26001,07 February 2018,Patil,Delhi,Delhi,50,-10,6,Clothing,Skirt,Debit Card
B-25754,18 August 2018,Akshay,Bihar,Patna,72,-46,7,Clothing,Kurti,Debit Card
B-26073,21 March 2018,Pournamasi,Madhya Pradesh,Indore,37,17,3,Clothing,Hankerchief,Debit Card
B-25793,24 September 2018,Siddharth,Madhya Pradesh,Indore,60,-12,4,Clothing,Hankerchief,Debit Card
B-25656,11 May 2018,Priyanka,Maharashtra,Pune,56,18,2,Clothing,Hankerchief,Debit Card
B-25640,27 April 2018,Paridhi,Rajasthan,Jaipur,68,-62,2,Clothing,Trousers,Debit Card
B-25801,01 October 2018,Aryan,Madhya Pradesh,Bhopal,15,-2,1,Clothing,T-shirt,Debit Card
B-25784,15 September 2018,Rohit,Rajasthan,Jaipur,15,4,1,Clothing,Hankerchief,Debit Card
B-25900,09 December 2018,Anand,Punjab,Amritsar,15,2,1,Clothing,Leggings,Debit Card
B-25965,21 January 2018,Saloni,West Bengal,Kolkata,17,7,3,Clothing,Hankerchief,Debit Card
B-25674,28 May 2018,Mahima,Maharashtra,Pune,17,-12,5,Clothing,Skirt,Debit Card
B-25925,29 December 2018,Shruti,Maharashtra,Mumbai,27,12,1,Clothing,Stole,Debit Card
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,18,8,2,Clothing,Hankerchief,Debit Card
B-25877,24 November 2018,Dashyam,Gujarat,Surat,24,8,2,Clothing,Skirt,Debit Card
B-26023,19 February 2018,Mukesh,Haryana,Chandigarh,59,21,2,Clothing,Stole,Debit Card
B-26061,14 March 2018,Anurag,Madhya Pradesh,Indore,27,8,2,Clothing,T-shirt,Debit Card
B-25610,09 April 2018,Yogesh,Bihar,Patna,43,0,3,Clothing,Saree,Debit Card
B-26079,22 March 2018,Hazel,Karnataka,Bangalore,18,3,2,Clothing,Hankerchief,Debit Card
B-25850,05 November 2018,Abhishek,Goa,Goa,45,1,3,Clothing,T-shirt,Debit Card
B-25850,05 November 2018,Abhishek,Goa,Goa,52,18,5,Clothing,Leggings,Debit Card
B-26100,31 March 2018,Hitika,Madhya Pradesh,Indore,34,10,2,Clothing,T-shirt,Debit Card
B-25986,31 January 2018,Shweta,Rajasthan,Udaipur,71,4,5,Clothing,Leggings,Debit Card
B-26086,26 March 2018,Mukesh,Haryana,Chandigarh,25,2,2,Clothing,Hankerchief,Debit Card
B-25981,28 January 2018,Amruta,Delhi,Delhi,54,12,3,Clothing,Saree,Debit Card
B-25899,08 December 2018,Aishwarya,Uttar Pradesh,Prayagraj,22,9,2,Clothing,Leggings,Debit Card
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,19,8,2,Clothing,Hankerchief,Debit Card
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,25,11,3,Clothing,Leggings,Debit Card
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,37,17,3,Clothing,Hankerchief,Debit Card
B-25632,25 April 2018,Manish,Himachal Pradesh,Simla,19,-2,2,Clothing,Leggings,Debit Card
B-25750,14 August 2018,Priyanshu,Madhya Pradesh,Indore,19,-1,1,Clothing,Shirt,Debit Card
B-25781,14 September 2018,Rutuja,Gujarat,Ahmedabad,45,-28,2,Clothing,Stole,Debit Card
B-25759,23 August 2018,Soumya,Sikkim,Gangtok,20,-9,6,Clothing,Hankerchief,Debit Card
B-26057,10 March 2018,Sharda,Kerala,Thiruvananthapuram,54,8,4,Clothing,T-shirt,Debit Card
B-25897,06 December 2018,Rohan,Madhya Pradesh,Indore,24,11,5,Clothing,Hankerchief,Debit Card
B-26021,17 February 2018,Anita,Kerala,Thiruvananthapuram,21,-12,3,Clothing,Hankerchief,Debit Card
B-26029,20 February 2018,Ramesh,Gujarat,Ahmedabad,21,10,1,Clothing,T-shirt,Debit Card
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,23,8,2,Clothing,Hankerchief,Debit Card
B-26081,22 March 2018,Aarushi,Tamil Nadu,Chennai,24,11,3,Clothing,Hankerchief,Debit Card
B-25625,23 April 2018,Pinky,Jammu and Kashmir,Kashmir,59,-30,3,Clothing,Leggings,Debit Card
B-25854,08 November 2018,Shubham,Maharashtra,Pune,53,-2,3,Clothing,Saree,Debit Card
B-25635,26 April 2018,Nidhi,Nagaland,Kohima,40,16,3,Clothing,Hankerchief,Debit Card
B-25678,03 June 2018,Bathina,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,Debit Card
B-25727,22 July 2018,Turumella,Madhya Pradesh,Indore,57,-48,6,Clothing,Leggings,Debit Card
B-26018,14 February 2018,Aarushi,Tamil Nadu,Chennai,61,8,4,Clothing,Hankerchief,Debit Card
B-25673,28 May 2018,Arsheen,Gujarat,Ahmedabad,37,-5,3,Clothing,T-shirt,Debit Card
B-25861,15 November 2018,Aayush,Uttar Pradesh,Lucknow,44,14,3,Clothing,Hankerchief,Debit Card
B-26089,26 March 2018,Kanak,Goa,Goa,59,24,6,Clothing,Kurti,Debit Card
B-26025,19 February 2018,Bhavna,Sikkim,Gangtok,41,19,5,Clothing,Hankerchief,Debit Card
B-26038,24 February 2018,Pooja,Bihar,Patna,41,19,2,Clothing,T-shirt,Debit Card
B-25809,09 October 2018,Suman,Kerala,Thiruvananthapuram,53,24,1,Clothing,Hankerchief,Debit Card
B-25733,28 July 2018,Dhirajendu,Maharashtra,Mumbai,43,-43,7,Clothing,Stole,Debit Card
B-25700,25 June 2018,Shubhi,Maharashtra,Mumbai,44,-32,3,Clothing,Stole,Debit Card
B-25776,09 September 2018,Mousam,Maharashtra,Mumbai,47,-20,2,Clothing,Kurti,Debit Card
B-26032,22 February 2018,Monisha,Rajasthan,Jaipur,47,15,5,Clothing,Saree,Debit Card
B-25926,30 December 2018,Dipali,Madhya Pradesh,Indore,57,6,5,Clothing,Leggings,Debit Card
B-25990,02 February 2018,Mugdha,Delhi,Delhi,71,32,3,Clothing,Saree,Debit Card
B-25615,15 April 2018,Bhavna,Sikkim,Gangtok,68,20,5,Clothing,Hankerchief,Debit Card
B-26031,22 February 2018,Deepak,Madhya Pradesh,Bhopal,67,9,4,Clothing,Leggings,Debit Card
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,74,33,2,Clothing,Shirt,Debit Card
B-26064,16 March 2018,Ankita,Maharashtra,Mumbai,75,2,5,Clothing,Leggings,Debit Card
B-26043,01 March 2018,Amit,Sikkim,Gangtok,79,5,6,Clothing,Hankerchief,Debit Card
B-25973,24 January 2018,Madan Mohan,Uttar Pradesh,Mathura,79,39,2,Clothing,Shirt,Debit Card
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,79,32,3,Clothing,Saree,Debit Card
B-26002,08 February 2018,Harsh,Delhi,Delhi,80,22,3,Clothing,Stole,Debit Card
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,81,41,3,Clothing,Stole,Debit Card
B-26039,25 February 2018,Hemant,Kerala,Thiruvananthapuram,83,34,5,Clothing,Shirt,Debit Card
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,85,24,10,Clothing,Hankerchief,Debit Card
B-25645,01 May 2018,Yaanvi,Madhya Pradesh,Indore,86,0,4,Clothing,T-shirt,Debit Card
B-26066,16 March 2018,Priyanka,Maharashtra,Pune,86,22,2,Clothing,Saree,Debit Card
B-25844,03 November 2018,Swati,Madhya Pradesh,Indore,86,8,2,Clothing,Saree,Debit Card
B-26054,10 March 2018,Mayank,Maharashtra,Mumbai,88,19,2,Clothing,Shirt,Debit Card
B-25623,22 April 2018,Atharv,West Bengal,Kolkata,105,20,2,Clothing,Stole,Debit Card
B-25955,16 January 2018,Shiva,Maharashtra,Pune,110,20,5,Clothing,Stole,Debit Card
B-25919,23 December 2018,Neha,Rajasthan,Udaipur,110,12,7,Clothing,Stole,Debit Card
B-26040,26 February 2018,Sahil,Punjab,Chandigarh,113,24,4,Clothing,Hankerchief,Debit Card
B-25889,03 December 2018,Abhishek,Gujarat,Surat,114,11,4,Clothing,T-shirt,Debit Card
B-25850,05 November 2018,Abhishek,Goa,Goa,117,36,2,Clothing,Trousers,Debit Card
B-25828,24 October 2018,Nikita,Punjab,Chandigarh,128,-3,3,Clothing,Saree,Debit Card
B-25700,25 June 2018,Shubhi,Maharashtra,Mumbai,129,-75,5,Clothing,Shirt,Debit Card
B-26038,24 February 2018,Pooja,Bihar,Patna,130,61,3,Clothing,Shirt,Debit Card
B-25630,24 April 2018,Sahil,Punjab,Chandigarh,133,12,5,Clothing,Stole,Debit Card
B-25943,09 January 2018,Shardul,Gujarat,Ahmedabad,137,38,5,Clothing,Hankerchief,Debit Card
B-25949,13 January 2018,Shantanu,Maharashtra,Mumbai,140,57,2,Clothing,Trousers,Debit Card
B-26083,24 March 2018,Yogesh,Bihar,Patna,145,16,3,Clothing,T-shirt,Debit Card
B-25659,15 May 2018,Sanskriti,West Bengal,Kolkata,148,72,7,Clothing,T-shirt,Debit Card
B-26093,27 March 2018,Sarita,Maharashtra,Pune,148,25,3,Clothing,Saree,Debit Card
B-25943,09 January 2018,Shardul,Gujarat,Ahmedabad,149,15,3,Clothing,Saree,Debit Card
B-26024,19 February 2018,Vandana,Himachal Pradesh,Simla,168,18,6,Clothing,Stole,Debit Card
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,169,55,4,Clothing,Saree,Debit Card
B-25944,10 January 2018,Syed,Maharashtra,Pune,169,38,3,Clothing,Saree,Debit Card
B-25695,18 June 2018,Suhani,West Bengal,Kolkata,171,14,9,Clothing,Shirt,Debit Card
B-25941,07 January 2018,Jaideep,Nagaland,Kohima,177,41,4,Clothing,Shirt,Debit Card
B-26064,16 March 2018,Ankita,Maharashtra,Mumbai,179,0,2,Clothing,Saree,Debit Card
B-25603,03 April 2018,Jahan,Madhya Pradesh,Bhopal,180,5,3,Clothing,Trousers,Debit Card
B-25799,01 October 2018,Divyansh,Gujarat,Ahmedabad,205,-119,3,Clothing,Saree,Debit Card
B-26056,10 March 2018,Sonal,Bihar,Patna,206,18,4,Clothing,Hankerchief,Debit Card
B-25766,30 August 2018,Surabhi,Rajasthan,Jaipur,220,-19,2,Clothing,Saree,Debit Card
B-25967,21 January 2018,Sudevi,Uttar Pradesh,Prayagraj,229,59,9,Clothing,Saree,Debit Card
B-25923,27 December 2018,Gopal,Maharashtra,Mumbai,253,-11,1,Clothing,Trousers,Debit Card
B-25793,24 September 2018,Siddharth,Madhya Pradesh,Indore,257,-252,4,Clothing,Saree,Debit Card
B-25876,24 November 2018,Bhosale,Punjab,Amritsar,282,14,4,Clothing,Trousers,Debit Card
B-25996,04 February 2018,Prashant,Delhi,Delhi,286,140,6,Clothing,Shirt,Debit Card
B-25702,27 June 2018,Shaily,Maharashtra,Mumbai,306,-147,3,Clothing,Saree,Debit Card
B-25754,18 August 2018,Akshay,Bihar,Patna,319,312,5,Clothing,Saree,Debit Card
B-25978,27 January 2018,Parin,Maharashtra,Mumbai,341,160,7,Clothing,Stole,Debit Card
B-25667,23 May 2018,Anjali,Haryana,Chandigarh,344,-34,3,Clothing,Saree,Debit Card
B-25829,25 October 2018,Apoorva,Haryana,Chandigarh,345,38,7,Clothing,Hankerchief,Debit Card
B-25764,28 August 2018,Sanjova,Maharashtra,Pune,349,-24,2,Clothing,Saree,Debit Card
B-25999,05 February 2018,Diwakar,Delhi,Delhi,352,74,8,Clothing,Stole,Debit Card
B-25952,13 January 2018,Priyanka,Madhya Pradesh,Indore,352,18,5,Clothing,Trousers,Debit Card
B-25769,02 September 2018,Surbhi,Maharashtra,Mumbai,355,-4,2,Clothing,Saree,Debit Card
B-25687,11 June 2018,Sanjna,Maharashtra,Mumbai,357,139,2,Clothing,Saree,Debit Card
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,425,208,7,Clothing,Saree,Debit Card
B-25622,22 April 2018,Monisha,Rajasthan,Jaipur,534,0,3,Clothing,Saree,Debit Card
B-25656,11 May 2018,Priyanka,Maharashtra,Pune,534,0,3,Clothing,Saree,Debit Card
B-25796,24 September 2018,Sukrith,Maharashtra,Mumbai,559,-19,2,Clothing,Trousers,Debit Card
B-25979,27 January 2018,Shivangi,Madhya Pradesh,Indore,560,44,3,Clothing,Saree,Debit Card
B-25973,24 January 2018,Madan Mohan,Uttar Pradesh,Mathura,571,108,12,Clothing,Stole,Debit Card
B-25625,23 April 2018,Pinky,Jammu and Kashmir,Kashmir,635,-349,5,Clothing,Saree,Debit Card
B-25633,26 April 2018,Amit,Sikkim,Gangtok,711,-8,4,Clothing,Saree,Debit Card
B-25955,16 January 2018,Shiva,Maharashtra,Pune,54,14,3,Clothing,T-shirt,UPI
B-25687,11 June 2018,Sanjna,Maharashtra,Mumbai,387,-213,5,Clothing,Saree,UPI
B-25643,29 April 2018,Kirti,Jammu and Kashmir,Kashmir,37,-23,4,Clothing,Shirt,UPI
B-25703,28 June 2018,Ekta,Madhya Pradesh,Indore,32,-5,5,Clothing,Hankerchief,UPI
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,6,-3,1,Clothing,Hankerchief,UPI
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,74,-123,8,Clothing,Skirt,UPI
B-26095,28 March 2018,Monisha,Rajasthan,Jaipur,6,1,1,Clothing,Kurti,UPI
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,39,16,6,Clothing,Skirt,UPI
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,199,48,4,Clothing,Stole,UPI
B-26003,08 February 2018,Hitesh,Madhya Pradesh,Bhopal,498,-116,4,Clothing,Saree,UPI
B-25754,18 August 2018,Akshay,Bihar,Patna,9,-1,3,Clothing,Skirt,UPI
B-25883,27 November 2018,Saptadeep,Gujarat,Surat,16,-15,4,Clothing,Hankerchief,UPI
B-25710,05 July 2018,Megha,Maharashtra,Pune,10,-1,1,Clothing,Leggings,UPI
B-25710,05 July 2018,Megha,Maharashtra,Pune,25,0,4,Clothing,Skirt,UPI
B-25943,09 January 2018,Shardul,Gujarat,Ahmedabad,48,20,4,Clothing,Stole,UPI
B-25788,21 September 2018,Dinesh,Tamil Nadu,Chennai,12,3,1,Clothing,Stole,UPI
B-25656,11 May 2018,Priyanka,Maharashtra,Pune,30,-5,5,Clothing,Stole,UPI
B-25810,10 October 2018,Nripraj,Punjab,Chandigarh,29,8,5,Clothing,Hankerchief,UPI
B-25777,10 September 2018,Aditi,Madhya Pradesh,Indore,59,-46,7,Clothing,T-shirt,UPI
B-25984,30 January 2018,Kajal,Delhi,Delhi,304,97,6,Clothing,Stole,UPI
B-26023,19 February 2018,Mukesh,Haryana,Chandigarh,66,22,3,Clothing,Stole,UPI
B-25616,15 April 2018,Kanak,Goa,Goa,14,-2,3,Clothing,Hankerchief,UPI
B-25693,18 June 2018,Parna,Madhya Pradesh,Bhopal,32,-16,6,Clothing,Saree,UPI
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,33,13,3,Clothing,Leggings,UPI
B-25952,13 January 2018,Priyanka,Madhya Pradesh,Indore,14,0,4,Clothing,Hankerchief,UPI
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,78,-28,6,Clothing,Kurti,UPI
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,145,0,3,Clothing,Saree,UPI
B-26098,29 March 2018,Pinky,Jammu and Kashmir,Kashmir,96,-48,5,Clothing,Leggings,UPI
B-25870,20 November 2018,Pranav,Andhra Pradesh,Hyderabad,10,4,1,Clothing,Kurti,UPI
B-26021,17 February 2018,Anita,Kerala,Thiruvananthapuram,49,21,1,Clothing,Stole,UPI
B-25867,17 November 2018,Ankit,Sikkim,Gangtok,240,12,6,Clothing,Kurti,UPI
B-25867,17 November 2018,Ankit,Sikkim,Gangtok,31,14,3,Clothing,Stole,UPI
B-25896,05 December 2018,Aman,Maharashtra,Mumbai,31,-11,3,Clothing,Skirt,UPI
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,UPI
B-25905,11 December 2018,Bhargav,Delhi,Delhi,152,50,6,Clothing,Stole,UPI
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,45,9,3,Clothing,Leggings,UPI
B-25701,26 June 2018,Maithilee,Madhya Pradesh,Indore,33,-29,3,Clothing,Shirt,UPI
B-25977,27 January 2018,Aayushi,Gujarat,Surat,27,1,1,Clothing,Stole,UPI
B-25648,04 May 2018,Aditya,Punjab,Chandigarh,30,13,1,Clothing,T-shirt,UPI
B-25673,28 May 2018,Arsheen,Gujarat,Ahmedabad,143,-124,5,Clothing,Saree,UPI
B-25987,31 January 2018,Manjiri,Delhi,Delhi,88,11,7,Clothing,Hankerchief,UPI
B-25843,03 November 2018,Mrunal,Maharashtra,Mumbai,18,6,3,Clothing,Hankerchief,UPI
B-25891,04 December 2018,Shivani,Madhya Pradesh,Indore,121,41,4,Clothing,Stole,UPI
B-25985,31 January 2018,Ginny,Madhya Pradesh,Indore,32,8,5,Clothing,Hankerchief,UPI
B-25846,03 November 2018,Soodesh,Punjab,Chandigarh,94,7,7,Clothing,Leggings,UPI
B-26091,27 March 2018,Manju,Andhra Pradesh,Hyderabad,29,10,4,Clothing,Hankerchief,UPI
B-25913,17 December 2018,Geetanjali,Delhi,Delhi,103,21,7,Clothing,Stole,UPI
B-25691,16 June 2018,Akancha,Maharashtra,Mumbai,75,-25,3,Clothing,Stole,UPI
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,67,20,4,Clothing,T-shirt,UPI
B-25910,14 December 2018,Jay,Delhi,Delhi,685,7,7,Clothing,Trousers,UPI
B-25657,13 May 2018,Tulika,Madhya Pradesh,Bhopal,32,-22,5,Clothing,Saree,UPI
B-26042,28 February 2018,Manish,Himachal Pradesh,Simla,36,15,3,Clothing,Stole,UPI
B-25800,01 October 2018,Ishit,Maharashtra,Pune,45,12,7,Clothing,Hankerchief,UPI
B-25754,18 August 2018,Akshay,Bihar,Patna,19,0,3,Clothing,Skirt,UPI
B-25673,28 May 2018,Arsheen,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,UPI
B-26043,01 March 2018,Amit,Sikkim,Gangtok,30,12,3,Clothing,Skirt,UPI
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,30,14,3,Clothing,Hankerchief,UPI
B-26030,21 February 2018,Sarita,Maharashtra,Pune,89,36,3,Clothing,Shirt,UPI
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,83,12,3,Clothing,Stole,UPI
B-25709,01 July 2018,Aakanksha,Madhya Pradesh,Indore,33,-12,7,Clothing,Saree,UPI
B-26081,22 March 2018,Aarushi,Tamil Nadu,Chennai,93,-84,3,Clothing,Saree,UPI
B-25999,05 February 2018,Diwakar,Delhi,Delhi,93,-65,4,Clothing,Stole,UPI
B-25891,04 December 2018,Shivani,Madhya Pradesh,Indore,97,36,7,Clothing,Hankerchief,UPI
B-25743,07 August 2018,Aman,Nagaland,Kohima,99,-5,1,Clothing,Saree,UPI
B-25736,31 July 2018,Akshat,Maharashtra,Mumbai,31,-7,5,Clothing,Skirt,UPI
B-25802,05 October 2018,Yash,Maharashtra,Mumbai,25,-7,5,Clothing,Saree,UPI
B-25834,29 October 2018,Ananya,Andhra Pradesh,Hyderabad,16,5,1,Clothing,Stole,UPI
B-25796,24 September 2018,Sukrith,Maharashtra,Mumbai,37,-6,1,Clothing,Saree,UPI
B-25751,14 August 2018,Nishant,Maharashtra,Mumbai,10,-8,1,Clothing,Kurti,UPI
B-25647,03 May 2018,Sharda,Kerala,Thiruvananthapuram,42,-6,4,Clothing,Saree,UPI
B-25985,31 January 2018,Ginny,Madhya Pradesh,Indore,108,26,4,Clothing,Shirt,UPI
B-25637,26 April 2018,Ashmi,Madhya Pradesh,Indore,117,14,3,Clothing,Shirt,UPI
B-25783,15 September 2018,Shivangi,Madhya Pradesh,Indore,33,-10,6,Clothing,Leggings,UPI
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,147,73,3,Clothing,Stole,UPI
B-25743,07 August 2018,Aman,Nagaland,Kohima,143,-124,5,Clothing,Saree,UPI
B-25878,24 November 2018,Mrinal,Maharashtra,Mumbai,140,15,5,Clothing,Stole,UPI
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,140,56,4,Clothing,Shirt,UPI
B-25892,04 December 2018,Aditi,Rajasthan,Udaipur,139,30,3,Clothing,Shirt,UPI
B-26054,10 March 2018,Mayank,Maharashtra,Mumbai,138,11,5,Clothing,Stole,UPI
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,133,5,5,Clothing,Stole,UPI
B-26056,10 March 2018,Sonal,Bihar,Patna,47,20,7,Clothing,Hankerchief,UPI
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,80,22,3,Clothing,Stole,UPI
B-25992,03 February 2018,Gaurav,Rajasthan,Udaipur,141,41,3,Clothing,Shirt,UPI
B-25716,11 July 2018,Surabhi,Tamil Nadu,Chennai,58,0,4,Clothing,Saree,UPI
B-25652,08 May 2018,Tushina,Goa,Goa,21,-13,3,Clothing,Leggings,UPI
B-25921,25 December 2018,Sandra,Punjab,Amritsar,170,19,5,Clothing,T-shirt,UPI
